week,tv_spend,radio_spend,paid_search_spend,paid_social_spend,display_spend,direct_traffic,out_of_home_spend,sales,region,campaign_type
2021-07-04,4108.885305614692,5183.5942141662745,3136.7818886457835,7165.030535788953,2630.616234005456,838.6916622381423,3921.985298077316,51381.338144671,East,Brand
2021-07-11,9632.704213598045,3504.8137936765143,3567.9020244833523,1534.2866006612358,1524.9407420894447,1299.8655585489769,4755.5689158726045,50839.508779248485,North,Brand
2021-07-18,5897.876419278597,2236.01149814497,5090.098475572288,1004.8311668770236,1910.9303942942145,222.48049527967805,1306.6263125941368,52744.36006649437,East,Performance
2021-07-25,17759.020523218314,1194.3798791989893,5214.136094819251,2566.5848977409573,970.6539507337085,1957.4707791391133,2228.3527243957533,59192.88677034812,North,Performance
2021-08-01,6341.806147555137,1044.933610587286,4005.80176340457,1285.7386344322779,1713.5676973315453,2670.8371061407083,2366.16303779162,56665.19179627511,South,Performance
2021-08-08,8009.87217138654,1894.2118232442328,2808.7560022131024,2980.602265346753,564.0213534693829,3193.7212175703244,1765.1067105127759,44854.44662382132,West,Performance
2021-08-15,13307.797602617573,3586.4499050922986,4324.318126371518,535.3410366094879,4226.757290817114,333.54931602731057,1525.221026493236,54692.72611700128,North,Performance
2021-08-22,4961.466608308275,778.2144953012964,9945.893920463113,285.5980282496771,2908.6722262379603,863.1799545865093,809.1303602294074,58002.872071210106,East,Performance
2021-08-29,3968.4499823249243,2956.5464902981553,3314.5695764849474,3296.568833129828,1667.4096765326708,2983.2296664527435,262.7449212280628,53174.75736512868,North,Performance
2021-09-05,10153.985037919867,1391.2292848507996,4934.5181128675595,7339.024593844865,2589.4279983676015,1428.7521498198598,804.793551782898,57294.94566005044,East,Performance
2021-09-12,10501.783238753247,1558.1357167106703,13135.112982350653,3402.381239405371,1048.656774429579,2628.933388355442,1717.377945295783,62421.389893891246,South,Brand
2021-09-19,13135.078770735128,2197.351621631258,3289.412583964234,3744.5496632046274,2836.1836744261527,524.1108079140769,449.1036571311512,56697.25225831148,North,Brand
2021-09-26,11774.869567700493,1221.5017560416472,6160.216902252527,2650.0911118828485,1293.8928281329645,4112.67018418674,2143.7053029993463,53228.26598546739,South,Brand
2021-10-03,10676.151886423711,1836.151013222549,10153.717517186471,2842.516415918698,1236.1983288332608,483.6695221055117,1933.582492794856,57131.888786546886,West,Performance
2021-10-10,6692.796887984508,1153.7794004470597,5901.553531669483,640.0606767691644,834.7694899483015,1915.4605721140583,1161.4220610533725,51963.670503045265,East,Performance
2021-10-17,10373.174764884312,1465.071742326214,7470.928428581562,1329.030579608868,2051.9622115490397,1952.2525607714012,1473.9836440409128,51821.609172478544,East,Performance
2021-10-24,10657.675273218378,3280.157456234244,6567.420955467889,5738.922266395685,1623.8476340232753,1109.1266646372153,537.8083044011128,50154.65587338175,South,Brand
2021-10-31,6574.681423000055,2265.7494722638694,5671.587527287995,1935.9716638013194,3420.8888042721696,2360.381881018005,3282.0919012597897,59384.02870008323,West,Performance
2021-11-07,19937.853859339313,3273.1939291283043,8401.390178987227,5661.779467176053,768.4894657655902,2408.097617225878,3243.8508155309505,48729.84185364485,North,Brand
2021-11-14,11533.851817621773,1379.4917853428387,6065.287907583794,2784.5979458532374,2057.4121550290083,2226.3372108582284,638.3666825498518,59412.87996357014,North,Performance
2021-11-21,5723.81291114188,2968.953212137656,4027.054937575068,2890.647764097231,3068.1544320752287,1092.1630015980995,656.6143665375439,53743.232300253636,East,Brand
2021-11-28,13163.648578569822,635.2688484308355,4745.805645701415,1947.9039650889547,5714.722230915291,921.0523499214437,814.6833715981606,44637.203449121895,South,Brand
2021-12-05,14144.981440500565,2196.769838455443,5302.677843727698,4137.2347843003645,1798.11394338325,1192.1557874146924,2733.287115741448,53793.09498738178,South,Brand
2021-12-12,11232.754522156549,3081.058906329246,3556.6499094577503,4847.967701385948,1278.3149680885733,814.4267563383559,2360.782506268947,41165.998835168626,North,Performance
2021-12-19,8312.772383525604,615.6797339822679,4853.881747231005,1265.9321455731151,1770.7982515304652,3573.231312264098,3759.062745863232,54694.82579244128,West,Brand
2021-12-26,6440.8831731926875,1390.0570476625826,4507.567929326742,706.6458585826109,3269.317328651917,1278.1833411568048,4046.3292271056207,55679.93492522603,West,Performance
2022-01-02,9004.163275187144,2195.85573280514,6056.111870511387,363.6086355304484,3268.5561930061594,1875.1522556234843,405.31823878913553,48499.988999923364,North,Performance
2022-01-09,10886.229570061823,3736.4712114389185,11477.615161731384,3618.3897753786355,1487.0825792791497,2974.90794182475,2664.883088824531,53077.930906882415,North,Performance
2022-01-16,9389.620701395124,1464.9491707480472,4998.2769525385,3330.500772335148,3236.9194100806076,779.1393360525202,3938.4050713428624,61372.96679840046,South,Performance
2022-01-23,17127.128297202547,2903.016223655872,9111.162117744423,11101.956357586285,1577.698393300444,463.00485926043217,1398.6584386662755,50299.65267742756,West,Performance
2022-01-30,12305.896653555576,4625.112091035345,5949.869095952752,2661.8334726840612,2573.0480122871977,816.9619735084339,1800.0900468089553,46568.28057883802,North,Brand
2022-02-06,6098.207561141395,2979.507308450528,4842.87513274112,2313.348976239271,2197.6948030969897,2029.1306517399405,1596.7131017850509,58805.26170369835,North,Performance
2022-02-13,5428.97795448286,1878.9180455616986,3451.829688420279,3054.375030343019,1246.0336665906025,1929.2906609786369,1652.8960372521512,61018.99907698434,East,Performance
2022-02-20,11576.889892711943,2655.857039857702,4861.222923101672,3176.1425363367593,855.7142937619801,2223.283434703009,3274.381989263132,51836.08746804023,North,Performance
2022-02-27,8400.771536477687,1437.5720875674797,4712.667991181631,2176.2668745556057,3113.400202301649,1536.9279814990198,5609.2981182231815,56634.05892307013,North,Performance
2022-03-06,12770.513769372503,2248.464948916472,2979.347235290349,1303.506146724206,3601.3736253440234,84.62726372752064,4578.07833284139,58215.25392880323,West,Performance
2022-03-13,11530.890253437246,1936.3517615233864,3236.600214094717,2554.9706285172856,2029.0682056699616,1499.2538510304798,1207.8070610895454,47773.135515431,South,Brand
2022-03-20,9022.199255813232,2605.467253395662,5324.928188313361,2482.382684349294,1576.4101368456304,3249.466077867891,2233.543215755288,49306.41782467112,West,Brand
2022-03-27,6131.985340374227,1639.22977264095,9066.702086732133,2451.8480025484214,700.5043205899714,3826.03252887947,930.3579681581813,57942.05140317711,South,Performance
2022-04-03,4199.088598062532,2691.248374344019,4250.640043807265,4441.502217940947,3068.598069384667,1783.763172737568,1017.1527056183828,59773.65585448398,East,Brand
2022-04-10,10289.217940112694,1629.2685376190648,1840.945776390125,2520.1013982381855,1893.9240741923281,1934.5983715519726,1739.579024813749,54156.7642845209,North,Brand
2022-04-17,4919.414046449475,3485.7225993580087,1034.6859684210845,722.9473931669238,1359.4961563374864,2594.713553757843,993.1628528931204,46543.7431544216,East,Performance
2022-04-24,6011.759342306863,1735.1335672038051,2445.8317969617465,1495.692965173792,2614.5265508290277,3754.044537741217,1126.813609883939,61182.04564340925,South,Brand
2022-05-01,10013.380537791694,424.8438870026422,6236.63642173286,2155.129489769141,610.3636636476732,1667.3483515374348,2194.758538308399,48889.81660217579,West,Performance
2022-05-08,9587.089339831911,1068.7835938701846,2065.045835667314,2611.314538341497,806.3902170937445,2569.5386654150825,2638.4216077406086,49687.6537561274,West,Brand
2022-05-15,5214.8582531835655,2157.485579635854,6724.640991753106,3672.428325633709,1023.5794581391666,1052.169840446896,2588.6275904526246,53166.965680162495,East,Brand
2022-05-22,14838.21171551824,5158.360818849325,6069.533252395583,2626.9441761028484,2158.1920240649724,535.2608902338701,2606.9849206537183,59811.01284653776,South,Brand
2022-05-29,14666.73837640355,3410.6603186881075,4176.022914564805,294.0085737596752,1782.4822279863345,1147.3322387348485,577.5705981842345,55866.39014924854,East,Performance
2022-06-05,11740.065509150156,352.33364719424117,2993.9227692395725,812.9387251733356,2305.9515464187525,4332.923396145976,948.9839593369541,53633.1978914002,East,Brand
2022-06-12,11733.776956118305,726.0557596001764,3868.6338324304475,3851.006078724641,2952.1621066657904,2605.890496221975,1887.7380807004529,54060.49662409298,North,Brand
2022-06-19,11740.128033140254,4003.5216962823683,5259.551692242237,2109.0301329909994,2353.596243420502,586.379772804179,3818.1827617462586,51972.5265297615,East,Performance
2022-06-26,37835.69064902182,3071.3701837596377,2105.221305018147,2799.0856998211802,4276.72856652013,2690.7486087759457,7655.995398479543,56282.37775792313,North,Performance
2022-07-03,14091.610441853452,6687.13025721991,8621.151706880173,1902.4010419128904,2948.3032625281276,630.5359423574756,2299.514712189106,39598.39624098417,North,Brand
2022-07-10,12440.016290251995,1587.7380007718054,5235.441527689799,1490.3501862781054,1484.925614503745,2201.3673270084937,3060.781417266952,50253.02617518601,West,Performance
2022-07-17,6376.6920329886625,1204.5606279885483,5535.200095891846,1958.8230993286938,1130.715215433963,752.2979953097434,513.7105477682121,52359.07253049172,North,Brand
2022-07-24,8347.093294985321,2228.1995185005703,6048.263923214401,2824.020346480246,1512.925018660314,554.4359101056639,3003.891865377324,45759.694709822856,North,Brand
2022-07-31,23330.793933476998,1568.1886413574825,8215.319791013815,2505.903232998771,2400.641634813479,4813.970767050174,6368.239301463937,55050.658364533294,West,Performance
2022-08-07,3367.033974032698,3796.099064028105,4867.195657353234,4826.473825721175,1210.118018854027,1277.4006457927744,945.9015987964334,50298.57937619825,East,Performance
2022-08-14,7439.2302917951365,1534.00805967784,6238.513453126085,586.0742877027236,2438.5395136459692,2572.9527086149114,1158.4109872495228,60217.32688421918,South,Performance
2022-08-21,14872.957839793533,1799.8355495184544,3021.5889026422847,677.3306461304621,2281.8410408783116,1720.0531868423595,3344.9992508728346,59510.86865132382,South,Brand
2022-08-28,6571.424630615939,1093.1298930398827,9971.17569514258,2089.514770977466,847.3310359403706,678.7640129655512,1869.6241337732902,49231.95551420367,South,Performance
2022-09-04,12588.195895877563,3282.938229227311,4700.9746260071015,3701.9603934225,2917.3411997376465,1388.6220315996072,235.18964321318313,51036.2553298813,East,Brand
2022-09-11,9531.613958721462,1141.1631697307016,3013.2629881993757,4277.083516664742,1987.5208467678844,684.3388568611027,1218.4308378647966,50976.47079779408,North,Performance
2022-09-18,6791.6668976915025,2720.3055631285524,3452.318704903263,1541.528886991822,4161.350684362422,7124.457925683398,4742.5319851541135,49696.29802220687,South,Brand
2022-09-25,3033.0591136386897,5644.413767116852,1329.7264902509658,90.6582409413687,1581.0480743854127,2898.644573115005,1465.0288111433335,51947.95040338957,East,Performance
2022-10-02,10162.307121388485,551.2059400876815,3440.363877788544,1584.3796978663854,1320.9500578338966,1695.8385736519942,1464.0540939639923,47499.798591782244,North,Brand
2022-10-09,6310.9100018991085,4745.351108715006,849.8927973003604,3338.0686542046574,773.7360107022224,2477.472664105303,3200.368938011663,45663.47581469247,West,Performance
2022-10-16,8846.339757618998,2520.382968280333,6463.8861182536175,2470.4696458764943,765.2434521837419,2771.3133884533177,2359.8784603683794,54854.88319886973,South,Brand
2022-10-23,11689.551588720738,974.9259229290537,5451.820219943022,3797.948037731396,2723.4031161324324,2776.397978355053,1401.943948075704,55015.18894205791,North,Performance
2022-10-30,13595.762248171459,2279.4611072463604,2531.089161913904,5606.768159258261,3929.4090873453574,2694.9804042738338,1094.0966825504265,47934.24507640359,South,Performance
2022-11-06,7428.043478897467,3228.8705110737574,4291.275678828142,2205.403166036198,1499.8275053951836,2553.3900057693872,10019.695981475901,56282.70522902715,South,Brand
2022-11-13,6785.625597684726,1258.3264506079254,4391.727185633015,1736.0888042155104,1440.223846219439,1801.6511296308067,4229.797534378156,48177.59333343533,South,Performance
2022-11-20,4876.840968087268,2810.4338396405583,2238.9281479649712,1148.216172982318,1669.6229611949325,4572.89512378822,2606.297400579537,52570.07782144098,North,Brand
2022-11-27,13887.112421547154,4964.902529572291,3911.5426432479762,673.2665191095977,3029.740285609258,1888.5490236203748,2725.4894010527796,55932.01068960366,East,Brand
2022-12-04,21832.174552047352,1532.750907055342,4462.068544977839,496.3581415206064,852.5272521926578,1733.2293738482995,1660.885077169993,51875.54990649912,North,Performance
2022-12-11,14542.488327402616,1084.0860083398204,3856.1177638071113,1415.286261913246,1845.101217132852,1900.6149947730967,2339.4839022696083,53947.0115122874,South,Brand
2022-12-18,15946.78472429839,1973.189170441588,3011.598358868543,5102.860779061003,2758.3173498629008,2001.8631275712592,1525.9762077289543,49415.42132734806,North,Performance
2022-12-25,6597.563663283783,2206.963264510125,2476.426159763651,4055.997108188081,2142.901311528495,336.49789745253145,870.5736263860147,50138.66273038286,West,Performance
2023-01-01,11385.167199523396,3905.816769211238,3785.172108976807,1669.1940492087865,144.06222847562242,809.569135471724,2406.273557912045,50450.29079091095,East,Brand
2023-01-08,13096.112257747667,1933.4988335007154,3213.7036569092847,9436.65442675057,2360.321340889876,1536.8876108262784,1423.1627766352449,48348.63695923872,North,Performance
2023-01-15,1165.698073971819,1622.8407845089437,5851.192570610274,1500.9200757619165,2154.9577806106354,318.05805675676055,2496.9556812566425,50036.705685381254,West,Brand
2023-01-22,5570.192865191176,1065.4758639116083,8462.353527472822,5963.000606761233,3358.565330635986,1693.7766836429917,2837.2022343290755,44122.41491311598,East,Brand
2023-01-29,18311.827100708913,619.4891692957065,6884.9735171477205,6906.859013813196,3756.624450773845,1982.5934816710715,2591.5416690732523,50122.81310958878,West,Performance
2023-02-05,4417.652890360206,852.9217955739505,4538.447392014075,3500.707324385765,3265.0860316871767,511.7285278315855,807.3634407403551,49672.87307178347,East,Performance
2023-02-12,17047.851577829384,849.2984080343329,3074.578888377216,1403.863816694118,1675.0534578248387,990.8636431403173,1302.2104481763347,50330.100416809175,North,Brand
2023-02-19,4402.6583676996115,1811.8572531776088,6794.1964593193925,1857.1896622016923,487.7141601615506,3929.1954233776114,1445.3956684933223,50286.17092234897,West,Brand
2023-02-26,5702.548375174711,710.5296167637727,6026.838756322143,2874.9563418322705,1433.7809214537385,2495.291980245979,3597.554458144647,51188.69723247605,South,Performance
2023-03-05,11475.591887528133,2063.1860279326343,8174.419475863462,693.4727945379033,1643.1028607948294,2396.1577848349802,3471.379606050061,54319.16310731472,West,Performance
2023-03-12,9638.172691263788,5575.125401972913,4869.846641814888,1051.0228491861212,3901.718923771724,3614.426363644283,999.0065025156283,56211.24579720352,East,Performance
2023-03-19,7765.604460209929,3969.4538259703763,9715.79304210575,971.299028338539,977.2130641385129,823.7225625930691,563.9748513239307,48395.08484225836,North,Performance
2023-03-26,17999.475413543838,1800.9861758659526,4870.611753327133,3689.8726176766327,623.8390439752218,513.2499937745655,7889.765883242012,46187.584386190145,East,Brand
2023-04-02,4941.784764861921,7570.274133660959,3066.477602836239,5570.788565626437,1215.1548271870647,3293.8656381120063,2519.471370695915,46566.69220263465,West,Performance
2023-04-09,8692.786006274664,2211.6348923699684,3379.143479215593,4166.686119386272,1012.9404651046494,1570.5246000843351,490.351181134788,48965.18852692159,West,Brand
2023-04-16,12112.881216443297,2402.7145584847544,5714.044505323741,4967.418466477703,579.7927836089051,804.2790208328299,1142.5717904503579,50035.66942211719,South,Brand
2023-04-23,10600.755328993471,1950.2444085778216,3209.00778731099,1302.189473423966,1519.9469973867701,333.5046339721402,3699.9345793434186,47458.39735179832,North,Performance
2023-04-30,6893.187655562918,2090.830076552036,9683.01951940861,1925.748483599224,1682.14101878857,1916.722972394551,6685.825607686572,45456.56294942713,North,Brand
